"URL,C,54","NAME,C,80","TYPEID,N,9,0","TYPE,C,60","MAP_REF,C,9","LONGITUDE,N,9,6","LATITUDE,N,9,6","COUNTY,C,35","ACCURACY,N,9,0","CONDITION,N,9,0","AMBIENCE,N,9,0","ACCESS,N,9,0","IMAGE,C,9","COLOUR,C,9"
99999,CARROWMORE SL014-209073-,21,Viewpoint,,-8.51419389,54.24522852,SLIGO,0,5,0,5,,tg
99999,CARNS (Duke) SL014-231----,21,Viewpoint,,-8.4563033,54.25335994,SLIGO,0,5,0,5,,tg
99999,CARNS (Carbury By.) SL014-232----,21,Viewpoint,,-8.45032499,54.25536824,SLIGO,0,5,0,5,,tg
99999,ABBEYQUARTER NORTH SL014-266----,21,Viewpoint,,-8.4607665,54.26966088,SLIGO,0,5,0,5,,tg
99999,CARROWHUBBUCK SOUTH SL016-015----,21,Viewpoint,,-9.08915563,54.21648615,SLIGO,0,5,0,5,,tg
99999,CARROWHUBBUCK SOUTH SL016-016----,21,Viewpoint,,-9.08815781,54.21644125,SLIGO,0,5,0,5,,tg
99999,BARNABRACK SL019-132----,21,Viewpoint,,-8.63150878,54.21833375,SLIGO,0,5,0,5,,tg
99999,"MULLANASHEE,RATHOSEY SL019-177----",21,Viewpoint,,-8.59915894,54.19414746,SLIGO,0,5,0,5,,tg
99999,TAWNATROHAUN SL019-258----,21,Viewpoint,,-8.74160338,54.19800951,SLIGO,0,5,0,5,,tg
99999,CARROWNAMADDOO SL020-128----,21,Viewpoint,,-8.44996342,54.21650656,SLIGO,0,5,0,5,,tg
99999,CARROWNAMADDOO SL020-129----,21,Viewpoint,,-8.45413969,54.21425345,SLIGO,0,5,0,5,,tg
99999,GLEN (Leyny By.) SL020-181----,21,Viewpoint,,-8.560251,54.19524224,SLIGO,0,5,0,5,,tg
99999,UNION SL020-274----,21,Viewpoint,,-8.48157439,54.21222399,SLIGO,0,5,0,5,,tg
99999,UNION SL020-275----,21,Viewpoint,,-8.48285875,54.21193131,SLIGO,0,5,0,5,,tg
99999,KNOCKNASHEE COMMON SL032-013002-,21,Viewpoint,,-8.67899082,54.11988682,SLIGO,0,5,0,5,,tg
99999,KNOCKNASHEE COMMON SL032-013003-,21,Viewpoint,,-8.67730345,54.12053433,SLIGO,0,5,0,5,,tg
99999,ARDLOY SL034-109----,21,Viewpoint,,-8.40220178,54.09784757,SLIGO,0,5,0,5,,tg
99999,HEAPSTOWN SL034-128----,21,Viewpoint,,-8.34850103,54.09502278,SLIGO,0,5,0,5,,tg
99999,BARROE NORTH SL034-155----,21,Viewpoint,,-8.30191756,54.08823856,SLIGO,0,5,0,5,,tg
99999,CARROWREAGH SL036-001001-,21,Viewpoint,,-8.94675114,54.06107018,SLIGO,0,5,0,5,,tg
99999,CARNAWEELEEN SL040-006001-,21,Viewpoint,,-8.43322567,54.06741249,SLIGO,0,5,0,5,,tg
99999,DRUMNAGRANSHY SL040-008----,21,Viewpoint,,-8.43931059,54.06206177,SLIGO,0,5,0,5,,tg
99999,TREANMACMURTAGH SL040-016001-,21,Viewpoint,,-8.41160848,54.05813406,SLIGO,0,5,0,5,,tg
99999,CARROWKEEL SL040-086----,21,Viewpoint,,-8.38530052,54.05741247,SLIGO,0,5,0,5,,tg
99999,CARROWKEEL SL040-087----,21,Viewpoint,,-8.38513035,54.05717938,SLIGO,0,5,0,5,,tg
